appid,support,title,version
pixm_app_for_splunk,developer,Pixm App For Splunk,1.0.0
sd_pors,developer,Playbooks-On-Rails App (powered by Ansible),1
5f4f0358-5261-11eb-a93d-06df50e2960d,not_supported,Plotly Heatmap Visualization,Not Specified
polar_app,developer,Polar,1
TA_polar,not_supported,Polar Add-On for Splunk,0.0.1
slogan,not_supported,Possible Random T-Shirt Slogans,1.2
TA-postfix,not_supported,Postfix Add-on for Splunk,0.8.5
e20aeb3e-1097-11ea-b710-06cf444d769a,developer,Power BI Connector for Splunk by CData,Not Specified
TA-powerclub,developer,Powerclub,0.0.1
policedepartement,developer,Predictive Crime Showcase,1.0.0
TA-preempt-add-on-for-splunk,not_supported,Preempt Add-on for Splunk,1.0.0
TA-preempt-app-for-splunk,not_supported,Preempt App for Splunk,1.0.0
TA_prime,developer,Prime Add-on for Splunk,1.0.0
prime,developer,Prime App for Splunk,1.0.4
twistlock,developer,Prisma Cloud Compute (Twistlock) App for Splunk,2
process_flow_diagram_app,developer,Process Flow Diagram App,1.0.4
modinput_prometheus,not_supported,Prometheus Metrics for Splunk,0.6.0
TA-proofpoint-vap,developer,ProofPoint VAP,1.0.0
TA-etintel,not_supported,Proofpoint - ET Splunk TA,1.1.5
TA-proofpoint-casb-addon-for-splunk,developer,Proofpoint CASB Add-on for Splunk,1.0.7
TA-proofpoint-digital-risk-app-for-splunk,not_supported,Proofpoint Digital Risk TA for Splunk,1.0.1
TA_pps,not_supported,Proofpoint Email Security Add-On for Splunk,1.0.9
pps,not_supported,Proofpoint Email Security App For Splunk,1.0.3
TA-proofpoint-isolation,developer,Proofpoint Isolation TA for Splunk,1.0.8
TA-pps_ondemand,developer,Proofpoint On Demand Email Security Add-on,2.0.0
pps_ondemand,not_supported,Proofpoint On Demand Email Security App,2.0.0
TA-Proofpoint-TAP,not_supported,Proofpoint TAP Modular Input,1.3.140
proper_alerts,developer,Proper Alerts,1.0.1
5de61c8a-8064-11e8-a780-0ad961c164be,not_supported,ProtectWise API Input,Not Specified
protocol_ta,developer,Protocol Data Inputs,1.1
proxy_squid_dashboard,developer,Proxy Squid Dashboard,1.0.0
splunk-add-on-for-psono-enterprise,developer,Psono Password Manager Add-On,1.0.0
splunk-app-for-psono-enterprise,developer,Psono Password Manager App,1.0.0
pubnub_alert,developer,Pubnub Modular Alert,1
pubnub_ta,developer,Pubnub Modular Input,1
Splunk_TA_pulse_connect_secure,not_supported,Pulse Connect Secure Add-on for Splunk,1.1.3
punchcard_app,splunk,Punchcard - Custom Visualization,1.5.0
TA-puppet-alert-actions,developer,Puppet Alert Actions,0.5.0
TA-puppet-report-viewer,developer,Puppet Report Viewer,3.0.3
TA-ps_flashblade,developer,PureStorage FlashBlade Add-On For Splunk,1.0.1
ps_flashblade,developer,PureStorage FlashBlade App For Splunk,1.0.1
TA-purestorage-unified,developer,PureStorage Unified Add-on for Splunk,1.0.0
ps_unified,developer,PureStorage Unified App for Splunk,1.0.0
PureStorage-App,not_supported,PureStorage-App,1
PureStorage-TA,developer,PureStorage-TA,1
cribl_alert,developer,Push Data to Cribl,1.0.0
pyden,developer,PyDen,1.0.0
pyden-manager,developer,PyDen Manager,1.0.0
TA-croniter,not_supported,Python Cron Iteration for Splunk,1.0.3
TA-pyLDAP,not_supported,Python LDAP Technology Add-On,0.2.1
python_upgrade_readiness_app,splunk,Python Upgrade Readiness App,1.0.0
Splunk_SA_Scientific_Python_linux_x86,splunk,Python for Scientific Computing (for Linux 32-bit),1.2
Splunk_SA_Scientific_Python_linux_x86_64,splunk,Python for Scientific Computing (for Linux 64-bit),2.0.2
Splunk_SA_Scientific_Python_darwin_x86_64,splunk,Python for Scientific Computing (for Mac),1.2
Splunk_SA_Scientific_Python_windows_x86_64,splunk,Python for Scientific Computing (for Windows 64-bit),1.2
TA-qnap,developer,QNAP Add-on for Splunk,0.1.0
qnap_app,developer,QNAP App for Splunk,0.1.0
qomplx_add_on_for_splunk,developer,QOMPLX Add-On for Splunk,1.0.0
37525eba-ea2d-11e4-b294-06ed5f69ee2f,developer,Qmulos Enterprise Audit App (Q-Audit),Not Specified
7453b5e2-dfec-11e5-b5cb-0282f776b7c9,developer,Qmulos Enterprise Compliance (Q-Compliance),Not Specified
qualys_cs_splunk_app,not_supported,Qualys CS App for Splunk Enterprise,1.0.1
qualys_edr_splunk_app,developer,Qualys EDR App for Splunk Enterprise,1.0.2
qualys_fim_splunk_app,not_supported,Qualys FIM App for Splunk Enterprise,1.0.0
qualys_ioc_splunk_app,not_supported,Qualys IOC App for Splunk Enterprise (Deprecated),1.0.0
qualys_pc_splunk_app,not_supported,Qualys PC App for Splunk Enterprise,1.0.0
TA-QualysCloudPlatform,developer,Qualys Technology Add-on (TA) for Splunk,1.8.9
qualys_vm_splunk_app,not_supported,Qualys VM App for Splunk Enterprise,1.0.4
qualys_was_splunk_app,not_supported,Qualys WAS App for Splunk Enterprise,1.0.2
queryai,developer,Query.AI Security Investigations Control Plane,1.0.0
TA-quolab,developer,QuoLab Add-on for Splunk,0.5.0
radius_auth,not_supported,RADIUS Authentication,1.3.1
raiseframework,developer,RAISE Framework,21.2.4032
raisesituation,developer,RAISE Situation,20.4.7392
rest_ta,developer,REST API Modular Input,1.5.6
rest_examples,not_supported,REST Endpoint Examples,1.1.0
103da1c2-3222-11e9-ac32-02f96b2713f0,not_supported,REST endpoint for Load Balancer Status,Not Specified
rest-storage-passwords-manager,not_supported,REST storage/passwords Manager for Splunk,1.0.8
rssjava,not_supported,RSS Java Reader,1.1.1
rss,not_supported,RSS Scripted Input,2.0.1
d952c624-6f92-11ea-981d-0607efabb80e,not_supported,RTIR Alert for Splunk Enterprise Security,Not Specified
rwi_executive_dashboard,not_supported,RWI - Executive Dashboard,1.1.2
Radark-App,developer,RaDark Add-on for Splunk,1.0.0
TA-racing-telemetry,developer,Racing Telemetry,0.1.0
Radiflow-iSID,developer,Radiflow iSID,2.0.0
TA-Radius,not_supported,Radius Technical Add-on,1.0.1
Radware_CWAF_Event_Collector,not_supported,Radware CWAF Event Collector,1.1
TA-radware-cloud-ddos-event-collector,not_supported,Radware Cloud DDoS Add-On Collector,1.1.1
SplunkForRadwareCloudDDoS,not_supported,Radware Cloud DDoS for Splunk,1.1
SplunkForRadwareCloudWAF,not_supported,Radware Cloud WAF for Splunk,1.5
Splunk_TA_radware_defensepro,developer,Radware DefensePro Add-on for Splunk,1.0.0
SplunkForRadwareAppWall,not_supported,Radware WAF AppWall for Splunk,2.3
Radware_Alteon,developer,Radware-Alteon,1.0.0
rapid7_insightconnect,developer,Rapid7 InsightConnect App for Splunk,2.0.0
rapid7_insightvm_dashboard,developer,Rapid7 InsightVM Dashboard for Splunk,1.0.0
TA-rapid7-insightvm,developer,Rapid7 InsightVM Technology Add-On for Splunk,1.1.2
TA-rapid7_nexpose,not_supported,Rapid7 Nexpose Technology Add-On for Splunk,1.1.8
re_engineered_tables_app,not_supported,Re-Engineered Tables App for Splunk,1.0.0
reach_security_app_for_splunk,not_supported,Reach Security App For Splunk,1.0.0
TA-RealTimeJIRAServiceDeskConnectorForSplunk,not_supported,Real-Time Jira Service Desk Connector for Splunk,1.0.0
Recollection,developer,Recollection,0.1.0
TA-recordedfuture,developer,Recorded Future App for Splunk,1.1.2
TA-RedSeal_Adaptive_Response_Actions,not_supported,RedSeal Adaptive Response App for Incident Response,1.0.0
TA-redseal,not_supported,RedSeal App for Incident Investigation,1.2.0
TA-redfish-add-on-for-splunk,developer,Redfish add-on for Splunk,1.0.7
TA-splunk-addon-for-redis-server,not_supported,Redis Add-on for Splunk,1.0.0
TA-redis-enterprise,not_supported,Redis Enterprise Add-On for Splunk,1.0.0
Redis-Enterprise-App-for-Splunk,not_supported,Redis Enterprise App for Splunk,1.0.0
region_chart_viz,developer,Region Chart Viz,1.1.8
zzz_rq_greymatter,not_supported,ReliaQuest GreyMatter for Splunk,2.0.1
Remote_Access_Analytics,not_supported,Remote Access Analytics,1.0.0
abuseipdb,developer,Report to AbuseIPDB,1.0.0
requests,not_supported,Request Workflow for Splunk,0.1
TA-resolve,not_supported,Resolve Add-on for Splunk Enterprise Security,2.1.0
ResolveUI,not_supported,Resolve App for Splunk Enterprise,5.3
revbits_dt,developer,RevBits Deception Technology,1.0.1
revbits_es,developer,RevBits Email Security,1.0.5
revbits_eps,developer,RevBits EndPoint Security,1.0.5
revbits_pam,developer,RevBits Privileged Access Management,1.0.1
reversinglabs-external-lookup,not_supported,ReversingLabs External Lookup for Splunk,1.0.0
reversinglabs,developer,ReversingLabs TitaniumScale visualization for Splunk,1
reversinglabs_workflow_actions,developer,ReversingLabs Workflow Actions for Splunk,1.0.0
rhombus-systems,not_supported,Rhombus Systems Splunk Add-On,1.0.0
TA-rika_collector,not_supported,Rika Firenet collector,1.0.0
TA-RiskIQ,developer,RiskIQ Digital Footprint Add-on,1.4.0
RiskIQGIAppForSplunk,developer,RiskIQ Digital Footprint App,1.2.0
TA-riskiq-passivetotal,developer,RiskIQ PassiveTotal Add-on,1.4.0
passivetotal,developer,RiskIQ PassiveTotal App,2.2.1
TA-riskiq-security-intelligence-service,developer,RiskIQ Security Intelligence Services Add-on,1.0.0
TA-risksense,developer,RiskSense Add-on For Splunk,1.0.0
risksense_app_for_splunk,developer,RiskSense App For Splunk,1.0.0
TA-riverbed-community-add-on,not_supported,Riverbed Community Add-on,1.2.210511
8d03adb6-9061-11ea-900f-02e9ea43ba7a,developer,RocketChat Alert Action,Not Specified
rswaf,not_supported,Rohde and Schwarz WAF,1.0.1
TA-rubrik-mosaic-splunk-add-on,not_supported,Rubrik Mosaic Splunk Add-On,1.0.0
TA-rubrik-splunk-add-on,not_supported,Rubrik Splunk Add-On,1.1.3
RubrikSplunkApp,not_supported,Rubrik Splunk Application,1.1.1
TA_rumble_asset_sync,developer,Rumble Network Discovery,1.0.13
rundeck_app,not_supported,Rundeck App for Splunk,1
27ca0054-b4c5-11e8-adc5-06a20a6df3f0,not_supported,Rundeck Enterprise App for Splunk,Not Specified
TA-s3-sync-alert-action-for-splunk,developer,S3 sync Alert Action For Splunk - Zylo,1.0.0
SA-Cenoti,developer,SA For Cenoti,1.1.2
sa_sse_accedian,not_supported,SA SSE Accedian Skylight,1.0.0
ae275386-a04b-11e5-a33b-02fe4837ea61,not_supported,SA-IdentityAssetExtraction,Not Specified
SA-Investigator,not_supported,SA-Investigator for Enterprise Security,2.3.0
22988cf2-8c02-11e5-b35b-02aca93e6027,not_supported,SA-NetOps,Not Specified
SA-bundletools,developer,SA-bundletools,1.0.1
68040a2e-9cff-11e5-8a97-0adc48062009,not_supported,SA-cim_validator,Not Specified
SA-croniter,not_supported,SA-croniter,0.2
SA-geodistance,developer,SA-geodistance,1.0.1
77fd4506-a049-11e5-8c88-02bee4e0e34d,not_supported,SA-syslog_collection,Not Specified
Splunk_SAINT_Security_Suite,not_supported,SAINT for Splunk,0.2
nhsd_all_prod_sh_adhoc_samlmanager,developer,SAML Authentication configurator,1.0.10
7c0480a6-3136-11ea-9e94-0a3d9bd9f6ec,developer,SAP API Management Monitoring App for Splunk,Not Specified
evolutio-app-cenoti,developer,SAP Cenoti For Splunk,1.1.2
d75ec0ec-4996-11ea-8a41-06c85265f314,developer,SAP Cloud Integration Monitoring App for Splunk,Not Specified
BNW-app-powerconnect,developer,SAP PowerConnect for Splunk,6.6.0
b2a585e2-a243-11e9-aecb-066c5bb3dd8a,developer,SAP Process Orchestration App for Splunk,Not Specified
sap_solman_app,developer,SAP Solman Technology Add-on for Splunk ITSI,1.5.4
derdack_signl4,developer,SIGNL4 - Mobile Alerting for Ops Teams,1
SKYSEAapp,not_supported,SKYSEA Client View App,0.0.1
caf99b04-6ea5-11ea-b6e7-060e5f7a16e6,developer,SMS Splunk App for Infor EAM,Not Specified
8a5bd140-3a15-11e9-a867-029470c313fc,developer,SMS Splunk App for Maximo,Not Specified
21c96d34-aa78-11ea-8460-02bd571feaea,developer,SMS Splunk App for SAP Plant Maintenance (PM),Not Specified
TA-smseagle-sms-alerting,developer,SMSEagle SMS Alert,1.0.2
660f69e2-a0ca-11ea-9155-0ab5e1c8d274,developer,SMT Endpoint Compliance,Not Specified
ed6c68a8-b6ce-11ea-bbdf-029ff32b03e4,developer,SMT TOPdesk connector for Splunk,Not Specified
SA-smtp_utils,developer,SMTP Utils,1.0.1
snmp_ta,developer,SNMP Modular Input,1.2.7
netcool_custom_modular_alert,not_supported,SNMP Splunk MA App for Netcool,1
snowtbl,developer,SNOW Table for Splunk,0.0.1
response_audit,developer,SOC Notable Response Audit,2.7.0
SOCRadarAppForSplunk,developer,SOCRadar App for Splunk,1.0.0
99706c5c-03a1-11eb-8cce-0a43ef1a907b,developer,SP6 Salesforce Security App for Splunk,Not Specified
SPL_Rehab,developer,SPL Rehab,2.0.0
highlighter,developer,SPL Syntax Highlighter,0.8.0
SA-ssh_alerts_linux_x86_64,developer,SSH Alert Actions (for Linux 64-bit),1
d1986c0e-1092-11ea-ab21-06cf444d769a,developer,SSIS Components for Splunk by CData,Not Specified
ssl_checker,developer,SSL Certificate Checker,2
SA-sslcert_lookup,developer,SSL Certificate Lookup,1.1.0
sb_ad_ldap,developer,STEALTHbits Active Directory Monitoring,1.1.1
stealthbits_ad_ldap,developer,STEALTHbits Active Directory and LDAP Monitoring,1.1.4
stealthbits_app_fam,not_supported,STEALTHbits App for FileActivityMonitoring,1.1.1
sb_fam,not_supported,STEALTHbits File Activity Monitor App for Splunk,1.1.2
sb_th,not_supported,STEALTHbits Threat Hunting App for Splunk,1.0.2
fc8e3956-d9c8-11eb-8fce-0a58b5c6f36b,developer,STIG Compliance,Not Specified
TA-SafeBreach,developer,SafeBreach Add-on for Splunk,2.0.0
safebreach_app_for_splunk,developer,SafeBreach App for Splunk,2.0.0
SafeGuardCyber-TA,developer,SafeGuard Cyber Add-on for Splunk Enterprise Security,1.0.0
SafeGuardCyberApp,developer,SafeGuard Cyber App for Splunk Enterprise Security,1.0.0
SafeNetAT,not_supported,SafeNet AT KeySecure,1
deviceinformation,not_supported,Safenet Luna HSM App,1.0.1
Splunk_TA_sailpoint,developer,SailPoint Adaptive Response,1.0.2
TA-sailpoint-identitynow-auditevent-add-on,developer,SailPoint IdentityNow AuditEvent Add-on,2.0.6
TA-saltstack-enterprise-app,developer,SaltStack Enterprise,1.1.0
sandfly_security,developer,Sandfly Agentless Security for Linux,1.2.0
TA-sandfly-security,developer,Sandfly Security Add-on for Splunk,1.1.0
svg,not_supported,Scalable Vector Graphics - Custom Visualization,3.0.2
sft-audit-events-splunk,not_supported,ScaleFT Audit Events (Deprecated),3.0.1
send_file,developer,Scheduled Export of Indexed Data (SEND)  to File,0.5
7d534e62-da8e-11eb-8234-06c84e5ebef5,developer,Scheduling Assistant,Not Specified
d11618a6-da91-11eb-8234-06c84e5ebef5,developer,Scheduling Inspector,Not Specified
search_activity,not_supported,Search Activity,3.0.1
search_catalog,not_supported,Search Catalog,1.1.2
alert_hunterkiller,developer,Search Job HunterKiller,8.0.0
9a61a55a-da9b-11eb-8bd0-06ffc77ac761,developer,Search Library,Not Specified
search_master,developer,Search Master,1
SecKit_SA_idm_aws,not_supported,SecKit AWS Assets Add-on for Splunk Enterprise Security,1.0.2R84f5dff
SecKit_SA_idm_common,not_supported,SecKit Common Assets Add-on for Splunk Enterprise Security,3.0.8Rbaf6f27
SecKit_SA_idm_windows,not_supported,SecKit Windows Assets Add-on for Splunk Enterprise Security,3.0.4Ra988ca6
SecKit_TA_idm_windows,not_supported,SecKit Windows Assets Technology Add-on for Splunk Enterprise Security,1.0.3R4bb45a7
SecKit_SA_geolocation,developer,SecKit for geolocation with MaxMind,5.0.7
a8ab0dd8-930a-11ea-a13f-0661fe4f27b2,developer,Seclytics for Splunk App,Not Specified
secureauth_idp,developer,SecureAuth IdP Splunk App,1.3.0
securecircle,not_supported,SecureCircle,0.0.2
TA-securelink_syslog,developer,SecureLink Syslog Add-on for Splunk,1.0.1
netwitness,not_supported,Security App for NetWitness,0.9.1
security_monitoring_for_splunk,developer,Security Monitoring for Splunk,1.3.4
netwitness_query,not_supported,Security Query based App for RSA NetWitness Packets,0.8.4
SecurityBridge_App_for_Splunk,developer,SecurityBridge for SAP,1.0.5
TA-SecurityMatters-SilentDefense,developer,SecurityMatters SilentDefense App for Splunk,0.2
TA-securityscorecard,developer,SecurityScorecard,2.1.3
TA-securitytrails,not_supported,SecurityTrails Add-On For Splunk,1.1.1
PrimusHSM,not_supported,Securosys Primus HSM App for Splunk,1.0.2
semicircle_donut,developer,Semicircle Donut Chart Viz,1.2.3
TA-splunk-alerts-to-appdynamics_addon,developer,Send Alerts to Appdynamics,1.0.0
sendxlsresults,not_supported,Send results as Excel,1.0.0
TA-send-to-mqtt,not_supported,Send to MQTT Broker,1.0.0
sendresults,developer,Sendresults,5.0.2
sentinelone_app_for_splunk,developer,SentinelOne App For Splunk,5.1.1
smIntegration,not_supported,Service Manager Integration Add-on,1.0.2
sn_sec_ops,not_supported,ServiceNow Security Operations,1.1
TA-ServiceNow-SecOps,developer,ServiceNow Security Operations Addon,1.23.4
TA-ServiceNow-ES-addon,developer,ServiceNow Security Operations Event Ingestion Addon for Splunk ES,1.0.5
event_ingestion,developer,ServiceNow Security Operations Event Ingestion Addon for Splunk Enterprise,1.1.28
TA-setops,not_supported,Set Operations Technology Add-On,1.3.0
shakespeare,not_supported,Shakespeare,1
Shibboleth_App,not_supported,Shibboleth Add-on for Splunk,1.1.0
shotgun_reporting,not_supported,Shotgun Reporting,1
sideview_admin_tools,not_supported,Sideview Admin Tools,1
sideview_utils,developer,Sideview Utils (free internal use license),3.4.14
TA-Siebel_Server,not_supported,Siebel Technology Add-on for Splunk,0.1.1R9d75257
TA-siemplify,developer,Siemplify Add-on for Splunk,3.0.2
b8499334-c629-11ea-8198-063ea18fdad4,developer,Sigbay Link Analysis,Not Specified
sigsci_TA_for_splunk,developer,Signal Sciences NG WAF/RASP - TA,1.0.25
silentpush,developer,Silent Push Events Collector,1.0.0
TA-datadog-log-integrator,developer,Simple DataDog Log Integrator,1.0.0
simple-maps-viz,developer,Simple Maps Viz,1.0.1
TA-simple-snmp-getter,developer,Simple SNMP Getter,1.0.0
90aa1bb6-eab7-11e5-b50e-0a65a3d55295,not_supported,Singapore Transport Tiwtter Monitoring App,Not Specified
reusable_singleval_donut,developer,Single value Donut,1
sizing_inputs_calculator,developer,Sizing Inputs Calculator for Splunk,1.0.0
TA-slack-add-on-for-splunk,developer,Slack Add-on for Splunk,1.0.9
slack,developer,Slack App for Splunk,1.2.3
TA-slack,developer,Slack App for Splunk Add On,1.3.1
slack_audit_app_for_splunk,not_supported,Slack Audit App for Splunk,1.0.9
slack_alerts,developer,Slack Notification Alert,2.2.0
TA-slack-team-access-auditor,developer,Slack Team Access Auditor,1.0.0
TA-slack-webhook-alert,not_supported,Slack Webhook Alert v3,3.4.2
slack_alerts_custom,not_supported,Slack app to deliver alerts through channel,2.2.0
TA_slackbot_plus,not_supported,Slackbot+ Alert Action,1.0.0
SlashNext_App_for_Splunk,developer,SlashNext App for Splunk,1.0.0
slashnext-cms-app,developer,SlashNext CMS App for Splunk,1.0.0
TA-slashnext-siem,developer,SlashNext SIEM Add-on for Splunk,1.0.0
slideshow,not_supported,Slideshow,2.6.1
learning-analytics-app-for-splunk,not_supported,Smart Education Insights App for Splunk,1.0.0
smart_itsi_predictions_app_for_splunk,not_supported,Smart ITSI Insights App for Splunk,1.0.1
87bfaac0-b49d-11e5-8175-0641dac22587,not_supported,Smart Mainframe Monitoring With SF-Sherlock,Not Specified
Smart_Monitor_for_Splunk,developer,Smart Monitor,0.1.0
smart_exporter_app,not_supported,Smart PDF Exporter for Splunk,1.0.0
797fba74-0932-11eb-8121-0a43ef1a907b,developer,Smart Security Monitoring (SSM),Not Specified
smart-ticket-insights-app-for-splunk,not_supported,Smart Ticket Insights App for Splunk,1.2.0
1a36e83a-3138-11ea-a86f-02f905ac4cf2,developer,SnapLogic Monitoring App for Splunk,Not Specified
TA_Snort3_json,developer,Snort 3 JSON Alerts,1.0.3
snortalert,developer,Snort Alert for Splunk,1.0.3
soccer,not_supported,Soccer Headlines and Web Pages,1.0.3
2e485b0e-eac5-11eb-b42e-06c84e5ebef5,developer,Solace Add-on for Splunk,Not Specified
Splunk_TA_SolarWinds,not_supported,SolarWinds Add-on for Splunk,1.2.0
SWP_SolarWindsNPM,developer,SolarWinds Integration,1.0.0
TA-sonarqube,not_supported,SonarQube Add-On,1.0.0
SonicWall,developer,SonicWall Firewall,1.0.2
TA-Sonicwall,not_supported,Sonicwall Addon for Firewalls (Unofficial TA by Rad),0.0.4
TA-central-website-management,developer,Sophos Central Adaptive Response Action,1.0.0
TA-sophos_central_github,developer,Sophos Central SIEM Integration Add-on,1.0.3
sophos_central,not_supported,Sophos Central app for Splunk,1.0.1
Splunk_SophosUTM,not_supported,Sophos UTM for Splunk,1
TA-sophos-xg,not_supported,Sophos XG Technical Add-on,1.0.0
860bb8d6-e466-11e7-ba1f-027ef375ca18,not_supported,Source type add-on for IBM MQ error logs,Not Specified
SA-Spamhaus-datasets,developer,Spamhaus Datasets for Splunk,1.0.0
speedtest,not_supported,Speedtest,0.2.0
speedtest_ta_windows,developer,Speedtest Addon for Windows,1.0.0
6869311a-bd47-11eb-a85a-06df50e2960d,developer,SpinOne - SaaS Apps Security and Ransomware Protection,Not Specified
spirion,not_supported,Spirion,1.1
SD-Spirion,developer,Spirion sensitive data reviewer,1.2.4
spgt_searchfu,developer,Splidgets - SearchFu! for Splunk,1
c3bc3842-bab8-11ea-8a17-021b8c53e3f4,developer,Splongo - A MongoDB Connector for Splunk,Not Specified
TA-microsoft-sysmon,not_supported,Splunk Add-On for Microsoft Sysmon,10.2.0
splunk_app_addon-builder,splunk,Splunk Add-on Builder,2.2.0
TA-zenoss,not_supported,Splunk Add-on For Zenoss,2.0.6
Splunk_TA_aws_network_firewall,not_supported,Splunk Add-on for AWS Network Firewall,0.0.2
Splunk_TA_aws-kinesis-firehose,splunk,Splunk Add-on for Amazon Kinesis Firehose,1.3.1r7d1d093
Splunk_TA_aws,splunk,Splunk Add-on for Amazon Web Services,5.0.4
Splunk_TA_apache,splunk,Splunk Add-on for Apache Web Server,2.0.0
Splunk_TA_AppDynamics,not_supported,Splunk Add-on for AppDynamics,1.9.0
Splunk_TA_remedy,splunk,Splunk Add-on for BMC Remedy,5.1.2
Splunk_TA_box,splunk,Splunk Add-on for Box,3.3.2
Splunk_TA_bit9-carbonblack,splunk,Splunk Add-on for Carbon Black,2.0.0
Splunk_TA_checkpoint_log_exporter,splunk,Splunk Add-on for Check Point Log Exporter,1.0.0
Splunk_TA_checkpoint-opseclea,not_supported,Splunk Add-on for Check Point OPSEC LEA,5.0.0
Splunk_TA_cisco-asa,splunk,Splunk Add-on for Cisco ASA,4.1.0
Splunk_TA_cisco-esa,splunk,Splunk Add-on for Cisco ESA,1.4.0
Splunk_TA_sourcefire,not_supported,Splunk Add-on for Cisco FireSIGHT,3.3.2
Splunk_TA_cisco-ise,splunk,Splunk Add-on for Cisco Identity Services,4.1.0
splunk-add-on-for-cisco-meraki,splunk,Splunk Add-on for Cisco Meraki,1.0.1
Splunk_TA_cisco-ucs,splunk,Splunk Add-on for Cisco UCS,4.0.0
Splunk_TA_cisco-wsa,splunk,Splunk Add-on for Cisco WSA,3.5.0R4f6fbbf
Splunk_TA_citrix-netscaler,splunk,Splunk Add-on for Citrix NetScaler,8.1.1
Splunk_TA_cyberark,splunk,Splunk Add-on for CyberArk,1.1.1
Splunk_TA_cyberark_epm,splunk,Splunk Add-on for CyberArk EPM,1.1.0
Splunk_TA_f5-bigip,splunk,Splunk Add-on for F5 BIG-IP,5.1.0
Splunk_TA_websense-cg,splunk,Splunk Add-on for Forcepoint Web Security,1.1.0
Splunk_TA_google-cloudplatform,splunk,Splunk Add-on for Google Cloud Platform,3.0.2
Splunk_TA_haproxy,splunk,Splunk Add-on for HAProxy,2.0.0
Splunk_TA_ibm-was,splunk,Splunk Add-on for IBM WebSphere Application Server,4.0.1
Splunk_TA_isc-bind,splunk,Splunk Add-on for ISC BIND,2.0.0
Splunk_TA_isc-dhcp,splunk,Splunk Add-on for ISC DHCP,2.0.0Rb0fefae
Splunk_TA_imperva-waf,splunk,Splunk Add-on for Imperva SecureSphere WAF,1.1.0
Splunk_TA_infoblox,splunk,Splunk Add-on for Infoblox,2.0.1
Splunk_TA_Infrastructure,splunk,Splunk Add-on for Infrastructure,2.2.3
Splunk_TA_jboss,splunk,Splunk Add-on for JBoss,2.1.0
Splunk_TA_jmx,splunk,Splunk Add-on for Java Management Extensions,5.1.0
Splunk_TA_juniper,splunk,Splunk Add-on for Juniper,1.5.5rfb1b492
Splunk_TA_kafka,splunk,Splunk Add-on for Kafka,1.2.0
Splunk_TA_linux,splunk,Splunk Add-on for Linux,1.1.1
Splunk_TA_mcafee_nsp,splunk,Splunk Add-on for McAfee NSP,1.0.0
Splunk_TA_mcafee-wg,splunk,Splunk Add-on for McAfee Web Gateway,2.0.0
Splunk_TA_mcafee_epo_syslog,splunk,Splunk Add-on for McAfee ePO Syslog,1.0.0
Splunk_TA_microsoft-cloudservices,splunk,Splunk Add-on for Microsoft Cloud Services,4.1.4
splunk_TA_microsoft_exchange,splunk,Splunk Add-on for Microsoft Exchange,4.0.2
SA-ExchangeIndex,splunk,Splunk Add-on for Microsoft Exchange Indexes,4.0.3
Splunk_TA_microsoft-hyperv,splunk,Splunk Add-on for Microsoft Hyper-V,4.0.0
Splunk_TA_microsoft-iis,splunk,Splunk Add-on for Microsoft IIS,1.2.0
splunk_ta_o365,splunk,Splunk Add-on for Microsoft Office 365,2.0.3
Splunk_TA_microsoft-sqlserver,splunk,Splunk Add-on for Microsoft SQL Server,2.0.0
Splunk_TA_microsoft-scom,splunk,Splunk Add-on for Microsoft System Center Operations Manager,4.1.1
Splunk_TA_windows,splunk,Splunk Add-on for Microsoft Windows,8.1.2
Splunk_TA_mysql,splunk,Splunk Add-on for MySQL,3.0.0
Splunk_TA_nginx,splunk,Splunk Add-on for NGINX,3.0.0
Splunk_TA_nagios-core,splunk,Splunk Add-on for Nagios Core,1.2.1
splunk_addon_netapp_ontap,not_supported,Splunk Add-on for NetApp Data ONTAP,3.0.2
TA-ONTAP-FieldExtractions,splunk,Splunk Add-on for NetApp Data ONTAP Extractions,3.0.2
SA-ONTAPIndex,splunk,Splunk Add-on for NetApp Data ONTAP Indexes,3.0.2
Splunk_TA_New_Relic,not_supported,Splunk Add-on for New Relic,2.2.0
TA-nextcloud,not_supported,Splunk Add-on for Nextcloud,1.0.0
Splunk_TA_opc,splunk,Splunk Add-on for OPC,0.9.0
Splunk_TA_ossec,splunk,Splunk Add-on for OSSEC,4.1.0
TA-splunk-add-on-for-victorops,splunk,Splunk Add-on for On-Call (VictorOps),1.0.10
Splunk_TA_oracle,splunk,Splunk Add-on for Oracle Database,4.0.2
Splunk_TA_Phantom,splunk,Splunk Add-on for Phantom,1.0.2
Splunk_TA_rsa-dlp,splunk,Splunk Add-on for RSA DLP,1.0.0
Splunk_TA_rsa-securid,splunk,Splunk Add-on for RSA SecurID,1.3.0
Splunk_TA_rsa_securid_cas,splunk,Splunk Add-on for RSA SecurID CAS,1.2.0
Splunk_SA_rwi-executive-dashboard,not_supported,Splunk Add-on for RWI - Executive Dashboard,1.0.1
Splunk_TA_salesforce,splunk,Splunk Add-on for Salesforce,4.1.0
Splunk_TA_snow,splunk,Splunk Add-on for ServiceNow,7.1.1
Splunk_TA_sophos,splunk,Splunk Add-on for Sophos,3.4.0
Splunk_TA_sc4snmp,not_supported,Splunk Add-on for Splunk Connect for SNMP,0.3.0
